ServerName|Location|Type|Cores|Memory|Owner|OS|BuildDate|Health|LastReboot|LastInventory
SRVW0000058160|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-11-03|Good|2012-10-19|2013-10-20
SRVU0000058251|London|HP Proliant DL380 G5|8|64|Retail|RHEL 6|2013-08-07|Good|2013-09-06|2013-10-20
SRVW0000058256|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2011-10-11|Good|2012-10-08|2013-10-20
SRVW0000058354|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-04-21|Good|2013-07-14|2013-10-20
SRVW0000058411|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-08-31|Good|2013-09-18|2013-10-20
SRVW0000058583|Singapore|VMware Virtual|2|16|Wealth|Windows 2008 R2|2012-03-02|Good|2012-12-18|2013-10-20
SRVW0000058655|London|HP Proliant DL380 G5|8|32|FX|Windows 2003 R2|2012-03-20|Good|2012-12-27|2013-10-20
SRVW0000058711|Tokyo|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-12-09|Good|2013-05-08|2013-10-20
SRVU0000058776|London|VMware Virtual|2|16|Retail|RHEL 6|2012-05-11|Good|2013-01-22|2013-10-20
SRVW0000058838|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-03-06|Good|2012-06-20|2013-10-20
SRVU0000058895|Singapore|VMware Virtual|2|16|Retail|RHEL 6|2013-04-17|Good|2013-07-12|2013-10-20
SRVU0000058916|London|HP Proliant DL380 G4|2|2|Retail|RHEL 6|2012-12-10|Good|2013-05-09|2013-10-20
SRVW0000058918|London|HP Proliant DL380 G7|16|72|FX|Windows 2008 R2|2012-02-22|Good|2012-12-14|2013-10-20
SRVW0000059008|Tokyo|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-11-17|Good|2013-04-27|2013-10-20
SRVW0000059051|London|HP Proliant DL380 G7|16|64|Retail|Windows 2008 R2|2011-05-20|Good|2012-07-28|2013-10-20
SRVW0000059138|London|VMware Virtual|2|16|Commodities|Windows 2008 R2|2011-03-06|Good|2012-06-20|2013-10-20
SRVW0000059184|London|HP Proliant DL380 G6|8|24|Retail|Windows 2008 R2|2011-04-14|Good|2012-07-10|2013-10-20
SRVW0000059190|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-04-15|Good|2012-07-10|2013-10-20
SRVU0000059210|New York|VMware Virtual|2|16|Commodities|RHEL 6|2012-05-03|Good|2013-01-18|2013-10-20
SRVW0000059248|London|VMware Virtual|2|16|Corporate|Windows 2008 R2|2012-10-12|Good|2013-04-09|2013-10-20
SRVU0000059348|Singapore|VMware Virtual|2|16|Equities|RHEL 6|2011-05-25|Good|2012-07-30|2013-10-20
SRVW0000059445|London|HP Proliant DL380 G5|8|32|Retail|Windows 2008 R2|2013-01-14|Good|2013-05-26|2013-10-20
SRVW0000059529|London|VMware Virtual|2|16|FX|Windows 2003 R2|2013-01-02|Good|2013-05-20|2013-10-20
SRVU0000059545|London|HP Proliant DL380 G5|4|16|Retail|RHEL 6|2013-08-30|Good|2013-09-17|2013-10-20
SRVW0000059645|London|HP Proliant DL380 G5|4|8|Commodities|Windows 2003 R2|2012-06-02|Good|2013-02-02|2013-10-20
SRVW0000059670|London|VMware Virtual|2|16|FX|Windows 2008 R2|2012-12-21|Good|2013-05-14|2013-10-20
SRVW0000059755|London|HP Proliant DL380 G7|16|72|Corporate|Windows 2003 R2|2013-04-12|Good|2013-07-09|2013-10-20
SRVW0000059833|Singapore|HP Proliant DL380 G8|8|32|Commodities|Windows 2008 R2|2012-08-29|Good|2013-03-18|2013-10-20
SRVW0000059850|London|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2012-09-24|Good|2013-03-31|2013-10-20
SRVW0000059894|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-09-08|Good|2012-09-21|2013-10-20
SRVW0000059964|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-02-23|Good|2012-12-14|2013-10-20
SRVW0000060058|London|VMware Virtual|2|16|FX|Windows 2003 R2|2013-02-26|Good|2013-06-17|2013-10-20
SRVW0000060123|London|HP Proliant DL380 G5|8|16|FX|Windows 2008 R2|2011-04-15|Good|2012-07-10|2013-10-20
SRVW0000060208|New York|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-07-25|Good|2012-08-30|2013-10-20
SRVU0000060222|London|VMware Virtual|2|16|Retail|RHEL 6|2010-12-26|Good|2012-05-16|2013-10-20
SRVW0000060247|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-06-23|Good|2013-02-13|2013-10-20
SRVW0000060318|Tokyo|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-08-10|Good|2013-03-09|2013-10-20
SRVU0000060417|London|VMware Virtual|2|16|Equities|RHEL 6|2012-12-08|Good|2013-05-08|2013-10-20
SRVW0000060503|London|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2012-03-31|Good|2013-01-02|2013-10-20
SRVW0000060547|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-11-08|Good|2013-04-23|2013-10-20
SRVU0000060572|London|VMware Virtual|2|16|Retail|RHEL 6|2012-12-26|Good|2013-05-17|2013-10-20
SRVW0000060666|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-04-21|Good|2012-07-13|2013-10-20
SRVU0000060704|London|VMware Virtual|2|16|Retail|RHEL 6|2013-07-16|Good|2013-08-26|2013-10-20
SRVW0000060719|London|HP Proliant DL380 G5|8|64|Equities|Windows 2008 R2|2011-08-22|Good|2012-09-13|2013-10-20
SRVW0000060767|London|HP Proliant DL380 G8|8|32|Commodities|Windows 2003 R2|2011-01-07|Good|2012-05-22|2013-10-20
SRVW0000060774|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2013-04-17|Good|2013-07-12|2013-10-20
SRVW0000060844|New York|HP Proliant DL380 G7|16|144|Equities|Windows 2008 R2|2011-05-25|Good|2012-07-30|2013-10-20
SRVW0000060863|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-07-12|Good|2013-02-22|2013-10-20
SRVU0000060937|London|HP Proliant DL380 G7|16|64|Equities|RHEL 6|2013-01-01|Good|2013-05-20|2013-10-20
SRVW0000060980|Tokyo|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-08-21|Good|2012-09-12|2013-10-20
SRVW0000060981|Tokyo|HP Proliant DL380 G7|16|144|Equities|Windows 2008 R2|2011-03-12|Good|2012-06-23|2013-10-20
SRVU0000061059|London|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2011-12-07|Good|2012-11-05|2013-10-20
SRVW0000061097|Singapore|HP Proliant DL380 G6|8|24|Retail|Windows 2008 R2|2012-06-15|Good|2013-02-09|2013-10-20
SRVW0000061164|London|HP Proliant DL380 G7|16|144|Equities|Windows 2003 R2|2011-10-29|Good|2012-10-17|2013-10-20
SRVW0000061198|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2012-12-03|Good|2013-05-05|2013-10-20
SRVW0000061253|London|HP Proliant DL380 G7|16|72|FX|Windows 2003 R2|2011-05-22|Good|2012-07-29|2013-10-20
SRVW0000061313|New York|VMware Virtual|2|16|Corporate|Windows 2003 R2|2010-12-24|Good|2012-05-15|2013-10-20
SRVW0000061347|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-07-12|Good|2013-02-22|2013-10-20
SRVW0000061360|London|HP Proliant DL380 G8|8|32|Commodities|Windows 2003 R2|2012-05-26|Good|2013-01-30|2013-10-20
SRVW0000061433|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2012-11-18|Good|2013-04-28|2013-10-20
SRVW0000061520|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-03-06|Good|2012-12-20|2013-10-20
SRVW0000061617|London|HP Proliant DL380 G7|16|64|FX|Windows 2008 R2|2013-09-03|Good|2013-09-19|2013-10-20
SRVW0000061629|Singapore|HP Proliant DL380 G7|16|144|Retail|Windows 2008 R2|2011-05-02|Good|2012-07-19|2013-10-20
SRVU0000061685|London|VMware Virtual|2|16|Retail|RHEL 5|2011-04-10|Good|2012-07-08|2013-10-20
SRVW0000061702|London|HP Proliant DL380 G7|16|64|Wealth|Windows 2003 R2|2011-03-24|Good|2012-06-29|2013-10-20
SRVW0000061792|New York|HP Proliant DL380 G6|8|24|Commodities|Windows 2008 R2|2012-09-10|Good|2013-03-24|2013-10-20
SRVW0000061805|London|VMware Virtual|2|16|Wealth|Windows 2008 R2|2013-06-04|Good|2013-08-05|2013-10-20
SRVU0000061880|London|HP Proliant DL380 G7|16|64|Equities|RHEL 6|2013-06-29|Good|2013-08-17|2013-10-20
SRVW0000061881|London|HP Proliant DL380 G5|8|64|Commodities|Windows 2008 R2|2011-02-11|Good|2012-06-09|2013-10-20
SRVW0000061975|London|HP Proliant DL380 G5|8|16|Wealth|Windows 2008 R2|2012-04-25|Good|2013-01-14|2013-10-20
SRVW0000062071|New York|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-08-17|Good|2013-03-12|2013-10-20
SRVW0000062164|Tokyo|VMware Virtual|2|16|FX|Windows 2003 R2|2011-02-13|Good|2012-06-10|2013-10-20
SRVW0000062193|London|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2013-06-25|Good|2013-08-15|2013-10-20
SRVW0000062277|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-10-14|Good|2012-10-09|2013-10-20
SRVW0000062330|London|HP Proliant DL380 G7|16|64|FX|Windows 2003 R2|2011-05-20|Good|2012-07-28|2013-10-20
SRVW0000062335|London|HP Proliant DL380 G5|4|8|Corporate|Windows 2003 R2|2011-03-16|Good|2012-06-25|2013-10-20
SRVW0000062386|New York|HP Proliant DL380 G7|4|32|Wealth|Windows 2003 R2|2013-01-19|Good|2013-05-29|2013-10-20
SRVW0000062465|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-04-21|Good|2013-01-12|2013-10-20
SRVU0000062551|New York|HP Proliant DL380 G7|16|64|FX|RHEL 6|2011-09-27|Good|2012-10-01|2013-10-20
SRVW0000062581|London|VMware Virtual|2|16|Wealth|Windows 2008 R2|2012-07-19|Good|2013-02-26|2013-10-20
SRVW0000062583|Singapore|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-05-05|Good|2013-01-19|2013-10-20
SRVW0000062587|London|VMware Virtual|2|16|FX|Windows 2008 R2|2012-03-23|Good|2012-12-29|2013-10-20
SRVW0000062673|New York|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-09-19|Good|2012-09-27|2013-10-20
SRVU0000062694|London|HP Proliant DL380 G8|8|32|Commodities|RHEL 5|2011-02-14|Good|2012-06-10|2013-10-20
SRVW0000062779|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-11-26|Good|2012-10-31|2013-10-20
SRVW0000062872|New York|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-07-22|Good|2013-02-27|2013-10-20
SRVW0000062960|London|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2012-03-27|Good|2012-12-31|2013-10-20
SRVW0000062979|London|HP Proliant DL380 G6|8|24|Corporate|Windows 2008 R2|2012-03-09|Good|2012-12-22|2013-10-20
SRVW0000063005|London|HP Proliant DL380 G5|4|16|Retail|Windows 2008 R2|2013-03-16|Good|2013-06-26|2013-10-20
SRVW0000063061|London|VMware Virtual|2|16|Corporate|Windows 2008 R2|2012-08-06|Good|2013-03-07|2013-10-20
SRVW0000063127|London|HP Proliant DL380 G8|8|32|Commodities|Windows 2008 R2|2010-12-17|Good|2012-05-12|2013-10-20
SRVW0000063145|London|HP Proliant DL380 G5|4|8|Wealth|Windows 2003 R2|2011-07-23|Good|2012-08-29|2013-10-20
SRVW0000063170|Singapore|VMware Virtual|2|16|Corporate|Windows 2008 R2|2013-04-04|Good|2013-07-05|2013-10-20
SRVU0000063190|Tokyo|VMware Virtual|2|16|Equities|RHEL 6|2011-02-16|Good|2012-06-11|2013-10-20
SRVW0000063280|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-10-17|Good|2013-04-12|2013-10-20
SRVW0000063337|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2011-10-15|Good|2012-10-10|2013-10-20
SRVU0000063422|London|HP Proliant DL380 G8|8|32|FX|RHEL 6|2013-05-27|Good|2013-08-01|2013-10-20
SRVW0000063447|Tokyo|VMware Virtual|2|16|Commodities|Windows 2008 R2|2012-04-17|Good|2013-01-10|2013-10-20
SRVW0000063474|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2013-07-23|Good|2013-08-29|2013-10-20
SRVW0000063478|Singapore|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-04-21|Good|2013-01-12|2013-10-20
SRVU0000063508|Singapore|HP Proliant DL380 G8|8|32|FX|RHEL 6|2010-12-26|Good|2012-05-16|2013-10-20
SRVW0000063588|London|VMware Virtual|2|16|FX|Windows 2008 R2|2013-01-23|Good|2013-05-31|2013-10-20
SRVW0000063624|New York|HP Proliant DL380 G8|8|32|Retail|Windows 2008 R2|2012-10-22|Good|2013-04-14|2013-10-20
SRVU0000063651|London|VMware Virtual|2|16|Retail|RHEL 6|2010-12-17|Good|2012-05-12|2013-10-20
SRVW0000063714|London|HP Proliant DL380 G6|8|24|Corporate|Windows 2003 R2|2011-06-16|Good|2012-08-10|2013-10-20
SRVU0000063799|London|HP Proliant DL380 G5|4|8|Retail|RHEL 5|2011-07-22|Good|2012-08-28|2013-10-20
SRVW0000063861|London|HP Proliant DL380 G6|8|24|Commodities|Windows 2003 R2|2011-07-12|Good|2012-08-23|2013-10-20
SRVW0000063954|London|HP Proliant DL380 G5|8|64|Wealth|Windows 2003 R2|2011-11-06|Good|2012-10-21|2013-10-20
